hit_id,x,y,z,volume_id,layer_id,module_id
107653,-819.205,-67.7776,-992.2,17,2,2
107654,-819.711,-74.8395,-1046.2,17,2,2
107655,-818.653,-60.0573,-1040.8,17,2,2
107656,-814.383,-102.58,-986.8,17,2,3
107657,-814.536,-110.559,-981.4,17,2,3
107658,-807.499,-157.054,-992.2,17,2,4
107659,-808.439,-128.81,-981.4,17,2,4
107660,-786.8,-239.59,-1057.0,17,2,6
107661,-790.587,-212.312,-1057.0,17,2,6
107662,-775.248,-269.717,-1024.6,17,2,7
107663,-778.188,-254.458,-1046.2,17,2,7
107664,-754.446,-332.635,-1078.6,17,2,8
107665,-759.06,-313.998,-1024.6,17,2,8
107666,-762.391,-300.544,-1003.0,17,2,8
107667,-735.323,-373.903,-1067.8,17,2,9
107668,-728.679,-373.399,-1062.4,17,2,10
107669,-722.448,-390.606,-1024.6,17,2,10
107670,-701.786,-426.056,-1057.0,17,2,11
107671,-698.26,-434.402,-1078.6,17,2,11
107672,-667.202,-485.517,-1057.0,17,2,12
107673,-651.521,-500.493,-1067.8,17,2,13
107674,-626.147,-531.155,-1003.0,17,2,14
107675,-593.405,-569.052,-981.4,17,2,15
107676,-563.326,-598.666,-1067.8,17,2,16
107677,-530.161,-628.552,-1078.6,17,2,17
107678,-458.225,-683.641,-981.4,17,2,19
107679,-450.908,-690.487,-981.4,17,2,19
107680,-469.748,-672.86,-1013.8,17,2,19
107681,-436.644,-694.204,-1057.0,17,2,20
107682,-407.706,-710.062,-1046.2,17,2,21
107683,-337.987,-752.086,-981.4,17,2,22
107684,-326.678,-751.547,-1057.0,17,2,23
107685,-287.638,-767.218,-1003.0,17,2,24
107686,-283.245,-769.563,-1003.0,17,2,24
107687,-232.366,-788.117,-1013.8,17,2,25
107688,-250.569,-779.592,-992.2,17,2,25
107689,-151.037,-807.283,-1013.8,17,2,27
107690,-110.598,-813.499,-1067.8,17,2,28
107691,-105.871,-814.863,-1057.0,17,2,28
107692,-81.4875,-815.006,-1035.4,17,2,29
107693,-25.8442,-820.446,-1046.2,17,2,30
107694,36.1235,-823.038,-1013.8,17,2,31
107695,24.394,-821.578,-1057.0,17,2,31
107696,33.4442,-822.704,-1003.0,17,2,31
107697,81.9613,-820.221,-1078.6,17,2,32
107698,41.7442,-817.342,-1013.8,17,2,32
107699,86.8687,-820.572,-1046.2,17,2,32
107700,79.2083,-820.024,-1051.6,17,2,32
107701,129.335,-814.894,-1013.8,17,2,33
107702,84.2234,-814.033,-1035.4,17,2,33
107703,202.926,-797.845,-981.4,17,2,35
107704,202.03,-797.922,-1078.6,17,2,35
107705,248.683,-785.537,-1024.6,17,2,36
107706,232.637,-787.765,-1067.8,17,2,36
107707,270.247,-775.146,-992.2,17,2,37
107708,285.978,-772.115,-1078.6,17,2,37
107709,262.824,-776.576,-1003.0,17,2,37
