hit_id,x,y,z,volume_id,layer_id,module_id
46046,-68.4571,-4.7106,602.5,9,2,1
46047,-50.8023,-7.83506,602.5,9,2,1
46048,-91.6286,0.788329,602.5,9,2,1
46049,-50.6245,1.70832,602.5,9,2,1
46050,-36.2013,-2.32248,602.5,9,2,1
46051,-34.066,-4.36123,602.5,9,2,1
46052,-85.7549,-10.4354,602.5,9,2,1
46053,-65.2379,-7.61698,602.5,9,2,1
46054,-39.5871,-0.88369,602.5,9,2,1
46055,-34.3594,-0.572574,602.5,9,2,1
46056,-45.3272,0.654828,602.5,9,2,1
46057,-80.0772,-1.26168,602.5,9,2,1
46058,-58.3778,-3.01456,602.5,9,2,1
46059,-35.1667,-3.99647,602.5,9,2,1
46060,-30.277,-6.62092,602.5,9,2,1
46061,-31.7876,-4.63331,602.5,9,2,1
46062,-30.8096,-4.1551,602.5,9,2,1
46063,-55.694,-2.70303,602.5,9,2,1
46064,-75.574,-6.12334,602.5,9,2,1
46065,-52.7135,-5.37743,602.5,9,2,1
46066,-37.989,-3.26565,602.5,9,2,1
46067,-39.8778,4.96152,602.5,9,2,1
46068,-82.8174,-7.34542,602.5,9,2,1
46069,-53.0436,2.72961,602.5,9,2,1
46070,-83.1467,-12.3868,602.5,9,2,1
46071,-67.1865,-6.51648,602.5,9,2,1
46072,-34.0186,-7.31662,602.5,9,2,1
46073,-63.2876,-10.1718,602.5,9,2,1
46074,-55.5966,-6.80805,602.5,9,2,1
46075,-44.474,0.988654,602.5,9,2,1
46076,-85.3212,-2.67747,602.5,9,2,1
46077,-33.6356,1.64104,602.5,9,2,1
46078,-39.4851,-2.17968,602.5,9,2,1
46079,-91.967,-2.79928,602.5,9,2,1
46080,-89.4111,-1.04333,602.5,9,2,1
46081,-81.5997,-10.1084,602.5,9,2,1
46082,-42.7202,-4.0894,602.5,9,2,1
46083,-101.695,-7.22614,602.5,9,2,1
46084,-53.93,-6.47626,602.5,9,2,1
46085,-58.202,-0.242227,602.5,9,2,1
46086,-77.3146,1.85766,602.5,9,2,1
46087,-51.6981,2.62691,602.5,9,2,1
46088,-59.6011,3.20864,602.5,9,2,1
46089,-31.9918,-7.0568,602.5,9,2,1
46090,-42.9835,1.40689,602.5,9,2,1
46091,-54.3615,-0.993218,602.5,9,2,1
46092,-92.1553,-6.92677,602.5,9,2,1
46093,-46.568,-1.08202,602.5,9,2,1
46094,-74.0683,-3.29649,602.5,9,2,1
46095,-75.0215,-7.33373,602.5,9,2,1
46096,-30.8181,-6.91428,602.5,9,2,1
46097,-40.4777,-0.151314,602.5,9,2,1
46098,-39.7994,-8.22297,602.5,9,2,1
46099,-59.4051,-2.86616,602.5,9,2,1
46100,-35.9769,-2.30482,602.5,9,2,1
46101,-46.2526,-6.52405,602.5,9,2,1
46102,-34.8822,0.991231,602.5,9,2,1
46103,-105.453,2.30726,602.0,9,2,2
46104,-120.287,-12.1933,602.0,9,2,2
46105,-131.681,-0.106592,602.0,9,2,2
46106,-164.671,-3.0333,602.0,9,2,2
46107,-112.323,-12.4758,602.0,9,2,2
46108,-120.226,-13.4918,602.0,9,2,2
46109,-112.987,-7.95163,602.0,9,2,2
46110,-108.967,-10.8691,602.0,9,2,2
46111,-164.634,-9.5886,602.0,9,2,2
46112,-156.969,-3.72835,602.0,9,2,2
46113,-125.037,1.60206,602.0,9,2,2
46114,-115.311,-6.25713,602.0,9,2,2
46115,-110.785,-2.59422,602.0,9,2,2
46116,-130.707,-5.96788,602.0,9,2,2
46117,-111.575,-12.4593,598.0,9,2,3
46118,-102.945,-18.6767,598.0,9,2,3
46119,-108.234,-10.8321,598.0,9,2,3
46120,-112.229,-7.95649,598.0,9,2,3
46121,-119.432,-13.3028,598.0,9,2,3
46122,-119.463,-12.146,598.0,9,2,3
