hit_id,x,y,z,volume_id,layer_id,module_id
104738,-796.652,-28.3442,-2947.5,16,2,1
104739,-845.346,-80.4806,-2947.5,16,2,1
104740,-754.289,-38.6156,-2947.5,16,2,1
104741,-812.643,-102.389,-2947.5,16,2,1
104742,-885.927,-97.3909,-2947.5,16,2,1
104743,-946.783,-119.204,-2955.5,16,2,2
104744,-964.038,-10.5733,-2955.5,16,2,2
104745,-851.555,-174.659,-2952.5,16,2,3
104746,-924.479,-236.397,-2952.5,16,2,3
104747,-946.728,-119.76,-2952.5,16,2,3
104748,-987.235,-240.428,-2952.5,16,2,3
104749,-852.095,-173.652,-2944.5,16,2,4
104750,-839.888,-128.401,-2944.5,16,2,4
104751,-765.139,-131.029,-2944.5,16,2,4
104752,-813.174,-102.777,-2944.5,16,2,4
104753,-949.559,-294.21,-2955.5,16,2,5
104754,-920.638,-248.6,-2955.5,16,2,5
104755,-892.836,-300.509,-2955.5,16,2,5
104756,-924.754,-235.932,-2955.5,16,2,5
104757,-859.586,-234.567,-2955.5,16,2,5
104758,-862.496,-292.922,-2955.5,16,2,5
104759,-777.764,-317.05,-2947.5,16,2,6
104760,-710.011,-257.807,-2947.5,16,2,6
104761,-785.787,-293.414,-2947.5,16,2,6
104762,-736.773,-211.323,-2947.5,16,2,6
104763,-735.119,-280.904,-2947.5,16,2,6
104764,-762.068,-217.692,-2947.5,16,2,6
104765,-746.582,-214.779,-2947.5,16,2,6
104766,-828.545,-402.814,-2952.5,16,2,7
104767,-722.895,-312.138,-2944.5,16,2,8
104768,-701.055,-356.426,-2944.5,16,2,8
104769,-717.998,-392.611,-2944.5,16,2,8
104770,-683.926,-320.617,-2944.5,16,2,8
104771,-748.089,-425.647,-2944.5,16,2,8
104772,-844.382,-563.362,-2955.5,16,2,9
104773,-824.549,-458.75,-2955.5,16,2,9
104774,-821.49,-444.16,-2955.5,16,2,9
104775,-835.123,-577.952,-2955.5,16,2,9
104776,-657.842,-487.111,-2947.5,16,2,10
104777,-671.735,-410.16,-2947.5,16,2,10
104778,-697.343,-427.993,-2947.5,16,2,10
104779,-774.878,-622.735,-2952.5,16,2,11
104780,-761.585,-589.857,-2952.5,16,2,11
104781,-689.964,-562.222,-2952.5,16,2,11
104782,-613.136,-525.097,-2944.5,16,2,12
104783,-604.251,-472.135,-2944.5,16,2,12
104784,-683.931,-554.782,-2944.5,16,2,12
104785,-554.655,-512.915,-2944.5,16,2,12
104786,-554.786,-544.312,-2944.5,16,2,12
104787,-596.281,-591.636,-2944.5,16,2,12
104788,-689.707,-548.196,-2944.5,16,2,12
104789,-620.662,-595.381,-2944.5,16,2,12
104790,-618.202,-472.0,-2944.5,16,2,12
104791,-609.894,-481.474,-2944.5,16,2,12
104792,-620.122,-580.223,-2944.5,16,2,12
104793,-618.342,-582.253,-2944.5,16,2,12
104794,-602.437,-697.977,-2955.5,16,2,13
104795,-610.33,-662.031,-2955.5,16,2,13
104796,-675.221,-686.695,-2955.5,16,2,13
104797,-616.094,-670.886,-2955.5,16,2,13
104798,-702.591,-675.26,-2955.5,16,2,13
104799,-528.974,-554.404,-2947.5,16,2,14
104800,-604.269,-654.366,-2947.5,16,2,14
104801,-563.489,-690.128,-2947.5,16,2,14
104802,-543.412,-610.906,-2947.5,16,2,14
104803,-596.553,-591.969,-2947.5,16,2,14
104804,-503.624,-618.134,-2947.5,16,2,14
104805,-479.827,-764.341,-2952.5,16,2,15
104806,-574.427,-721.32,-2952.5,16,2,15
104807,-497.687,-764.22,-2952.5,16,2,15
104808,-522.346,-746.304,-2952.5,16,2,15
104809,-576.311,-758.517,-2952.5,16,2,15
104810,-473.949,-654.128,-2944.5,16,2,16
104811,-405.897,-637.059,-2944.5,16,2,16
104812,-506.648,-669.803,-2944.5,16,2,16
104813,-479.954,-762.688,-2944.5,16,2,16
104814,-432.855,-813.266,-2955.5,16,2,17
104815,-479.094,-764.11,-2955.5,16,2,17
104816,-410.375,-884.964,-2955.5,16,2,17
104817,-498.09,-765.535,-2955.5,16,2,17
104818,-380.411,-782.758,-2955.5,16,2,17
104819,-343.392,-823.441,-2947.5,16,2,18
104820,-376.662,-667.884,-2947.5,16,2,18
104821,-308.886,-689.711,-2947.5,16,2,18
104822,-379.717,-782.335,-2947.5,16,2,18
104823,-342.966,-777.268,-2947.5,16,2,18
104824,-322.253,-741.099,-2947.5,16,2,18
104825,-317.842,-720.082,-2947.5,16,2,18
104826,-334.232,-677.212,-2947.5,16,2,18
104827,-348.073,-821.132,-2947.5,16,2,18
104828,-322.37,-781.627,-2947.5,16,2,18
104829,-342.637,-821.56,-2952.5,16,2,19
104830,-380.502,-784.197,-2952.5,16,2,19
104831,-352.763,-862.292,-2952.5,16,2,19
104832,-352.602,-828.8,-2952.5,16,2,19
104833,-409.806,-884.45,-2952.5,16,2,19
104834,-228.038,-786.013,-2944.5,16,2,20
104835,-261.605,-719.705,-2944.5,16,2,20
104836,-249.364,-822.706,-2944.5,16,2,20
104837,-279.606,-724.577,-2944.5,16,2,20
104838,-343.139,-823.822,-2944.5,16,2,20
104839,-224.417,-768.938,-2944.5,16,2,20
104840,-276.084,-725.772,-2944.5,16,2,20
104841,-202.797,-952.697,-2955.5,16,2,21
104842,-178.999,-926.596,-2955.5,16,2,21
104843,-285.668,-866.996,-2955.5,16,2,21
104844,-184.037,-860.633,-2947.5,16,2,22
104845,-119.111,-778.114,-2947.5,16,2,22
104846,-181.993,-733.795,-2947.5,16,2,22
104847,-176.871,-756.021,-2947.5,16,2,22
104848,-191.774,-869.698,-2947.5,16,2,22
104849,-152.27,-782.122,-2947.5,16,2,22
104850,-97.6751,-989.561,-2952.5,16,2,23
104851,-172.549,-896.241,-2952.5,16,2,23
104852,-91.353,-1011.33,-2952.5,16,2,23
104853,-94.5981,-958.502,-2952.5,16,2,23
104854,-178.96,-926.879,-2952.5,16,2,23
104855,-18.6882,-818.129,-2944.5,16,2,24
104856,-71.2888,-772.993,-2944.5,16,2,24
104857,-1.02,-869.2,-2955.5,16,2,25
104858,-10.02,-994.0,-2955.5,16,2,25
104859,65.58,-879.6,-2955.5,16,2,25
104860,4.74,-1004.4,-2955.5,16,2,25
104861,47.22,-942.0,-2955.5,16,2,25
104862,36.78,-890.0,-2955.5,16,2,25
104863,59.8965,-794.584,-2947.5,16,2,26
104864,89.528,-761.375,-2947.5,16,2,26
104865,85.5981,-772.055,-2947.5,16,2,26
104866,30.5329,-754.819,-2947.5,16,2,26
104867,51.3083,-753.457,-2947.5,16,2,26
104868,71.5597,-845.931,-2947.5,16,2,26
104869,13.7572,-808.03,-2947.5,16,2,26
104870,65.5177,-877.594,-2947.5,16,2,26
104871,37.3997,-889.859,-2947.5,16,2,26
104872,144.352,-868.355,-2952.5,16,2,27
104873,65.5384,-878.312,-2952.5,16,2,27
104874,163.763,-875.269,-2944.5,16,2,28
104875,163.42,-790.508,-2944.5,16,2,28
104876,183.513,-818.322,-2944.5,16,2,28
104877,211.312,-982.723,-2955.5,16,2,29
104878,257.017,-874.352,-2955.5,16,2,29
104879,231.271,-838.013,-2955.5,16,2,29
104880,254.316,-810.042,-2947.5,16,2,30
104881,326.199,-840.555,-2947.5,16,2,30
104882,243.699,-736.766,-2947.5,16,2,30
104883,297.314,-740.531,-2947.5,16,2,30
104884,228.113,-764.022,-2947.5,16,2,30
104885,229.478,-829.456,-2947.5,16,2,30
104886,229.797,-719.519,-2947.5,16,2,30
104887,271.879,-727.2,-2947.5,16,2,30
104888,328.726,-838.253,-2952.5,16,2,31
104889,379.924,-795.611,-2952.5,16,2,31
104890,322.981,-930.011,-2952.5,16,2,31
104891,314.626,-866.206,-2952.5,16,2,31
104892,336.865,-958.071,-2952.5,16,2,31
104893,366.814,-672.74,-2944.5,16,2,32
104894,422.178,-738.205,-2944.5,16,2,32
104895,315.18,-709.799,-2944.5,16,2,32
104896,402.335,-742.192,-2944.5,16,2,32
104897,307.082,-702.197,-2944.5,16,2,32
104898,364.142,-755.229,-2944.5,16,2,32
104899,434.837,-680.263,-2947.5,16,2,34
104900,499.428,-724.66,-2947.5,16,2,34
104901,422.029,-738.852,-2947.5,16,2,34
104902,620.47,-777.854,-2952.5,16,2,35
104903,498.959,-724.731,-2952.5,16,2,35
104904,633.864,-780.977,-2952.5,16,2,35
104905,468.977,-593.187,-2944.5,16,2,36
104906,558.028,-598.089,-2944.5,16,2,36
104907,563.442,-634.839,-2944.5,16,2,36
104908,668.361,-621.804,-2955.5,16,2,37
104909,671.096,-647.769,-2955.5,16,2,37
104910,683.522,-571.022,-2947.5,16,2,38
104911,667.688,-510.211,-2947.5,16,2,38
104912,580.825,-519.878,-2947.5,16,2,38
104913,564.057,-517.967,-2947.5,16,2,38
104914,650.493,-514.045,-2947.5,16,2,38
104915,608.877,-514.179,-2947.5,16,2,38
104916,666.177,-623.607,-2952.5,16,2,39
104917,756.442,-612.389,-2952.5,16,2,39
104918,683.539,-569.989,-2952.5,16,2,39
104919,686.944,-598.503,-2952.5,16,2,39
104920,728.386,-597.356,-2952.5,16,2,39
104921,630.553,-453.073,-2944.5,16,2,40
104922,666.021,-399.992,-2944.5,16,2,40
104923,625.54,-441.858,-2944.5,16,2,40
104924,642.054,-435.862,-2944.5,16,2,40
104925,861.968,-535.651,-2955.5,16,2,41
104926,756.475,-408.643,-2947.5,16,2,42
104927,727.79,-372.754,-2947.5,16,2,42
104928,739.174,-349.669,-2947.5,16,2,42
104929,840.569,-352.837,-2952.5,16,2,43
104930,854.374,-421.202,-2952.5,16,2,43
104931,889.986,-345.522,-2952.5,16,2,43
104932,895.975,-430.499,-2952.5,16,2,43
104933,823.562,-340.126,-2952.5,16,2,43
104934,833.433,-416.852,-2952.5,16,2,43
104935,818.326,-424.53,-2952.5,16,2,43
104936,830.138,-423.855,-2952.5,16,2,43
104937,835.849,-340.062,-2944.5,16,2,44
104938,729.458,-239.343,-2944.5,16,2,44
104939,765.565,-223.568,-2944.5,16,2,44
104940,789.234,-218.549,-2944.5,16,2,44
104941,826.44,-270.717,-2944.5,16,2,44
104942,805.574,-235.121,-2944.5,16,2,44
104943,803.036,-210.245,-2944.5,16,2,44
104944,826.158,-270.138,-2955.5,16,2,45
104945,927.561,-328.258,-2955.5,16,2,45
104946,889.248,-345.208,-2955.5,16,2,45
104947,841.738,-119.103,-2947.5,16,2,46
104948,798.624,-175.924,-2947.5,16,2,46
104949,802.386,-210.319,-2947.5,16,2,46
104950,807.057,-186.839,-2947.5,16,2,46
104951,867.703,-148.494,-2947.5,16,2,46
104952,830.789,-120.841,-2947.5,16,2,46
104953,797.016,-130.701,-2947.5,16,2,46
104954,814.349,-150.177,-2947.5,16,2,46
104955,766.994,-175.016,-2947.5,16,2,46
104956,756.601,-120.644,-2947.5,16,2,46
104957,931.026,-146.573,-2952.5,16,2,47
104958,867.067,-148.849,-2952.5,16,2,47
104959,925.678,-119.104,-2952.5,16,2,47
104960,953.358,-140.51,-2952.5,16,2,47
104961,837.111,-47.1106,-2944.5,16,2,48
104962,847.277,-51.0238,-2944.5,16,2,48
