hit_id,x,y,z,volume_id,layer_id,module_id
71163,-260.986,-24.5995,-1055.25,13,2,1
71164,-261.687,-34.3848,-980.6,13,2,1
71165,-261.347,-29.6369,-1034.6,13,2,1
71166,-260.957,-24.1975,-1016.2,13,2,1
71167,-253.293,-72.4804,-1070.6,13,2,2
71168,-252.25,-84.6331,-1021.24,13,2,2
71169,-255.597,-45.6458,-1027.8,13,2,2
71170,-253.878,-65.6628,-1017.64,13,2,2
71171,-246.2,-81.4699,-995.4,13,2,3
71172,-240.785,-103.343,-1027.6,13,2,3
71173,-240.496,-104.508,-1078.6,13,2,3
71174,-245.389,-84.7443,-1024.6,13,2,3
71175,-214.695,-156.208,-1070.2,13,2,4
71176,-220.963,-141.373,-1029.64,13,2,4
71177,-221.82,-139.344,-1074.6,13,2,4
71178,-209.189,-153.217,-1044.7,13,2,5
71179,-188.609,-186.274,-1000.6,13,2,5
71180,-189.243,-185.255,-1046.8,13,2,5
71181,-203.429,-162.47,-1045.0,13,2,5
71182,-191.716,-181.282,-1059.4,13,2,5
71183,-188.736,-186.07,-1034.2,13,2,5
71184,-166.341,-202.874,-999.4,13,2,6
71185,-162.239,-207.609,-1059.16,13,2,6
71186,-183.575,-182.982,-977.8,13,2,6
71187,-180.0,-187.109,-1003.9,13,2,6
71188,-181.192,-185.733,-988.0,13,2,6
71189,-172.321,-195.972,-988.4,13,2,6
71190,-166.079,-203.177,-1078.6,13,2,6
71191,-171.226,-197.236,-1008.1,13,2,6
71192,-181.781,-185.053,-1067.5,13,2,6
71193,-185.252,-181.047,-1027.0,13,2,6
71194,-132.942,-226.073,-1009.96,13,2,7
71195,-145.178,-215.771,-1024.3,13,2,7
71196,-106.862,-237.499,-1002.7,13,2,8
71197,-82.9232,-251.937,-1047.16,13,2,8
71198,-97.049,-243.417,-1054.0,13,2,8
71199,-82.1255,-245.718,-1023.4,13,2,9
71200,-68.227,-251.36,-979.0,13,2,9
71201,-57.4047,-255.753,-1077.4,13,2,9
71202,-45.4705,-260.597,-1005.4,13,2,9
71203,-58.0718,-255.482,-994.0,13,2,9
71204,-1.98479,-265.005,-1022.54,13,2,10
71205,-11.9519,-262.686,-1021.96,13,2,10
71206,-1.02749,-265.227,-1041.4,13,2,10
71207,-5.88449,-264.097,-1065.0,13,2,10
71208,-10.3,-263.07,-976.6,13,2,10
71209,-30.7929,-258.304,-1004.8,13,2,10
71210,-34.9382,-257.339,-1035.76,13,2,10
71211,-12.1856,-262.632,-1077.16,13,2,10
71212,-2.87159,-264.798,-1008.2,13,2,10
71213,-42.7146,-255.531,-1073.8,13,2,10
71214,-1.82617,-265.041,-1032.1,13,2,10
71215,1.51464,-265.819,-1074.85,13,2,10
71216,13.1857,-260.169,-1012.6,13,2,11
71217,21.2906,-260.749,-996.486,13,2,11
71218,37.0978,-261.881,-978.2,13,2,11
71219,-0.842439,-259.165,-987.64,13,2,11
71220,-0.379623,-259.198,-1008.4,13,2,11
71221,38.7842,-262.001,-1022.44,13,2,11
71222,23.5059,-260.908,-999.6,13,2,11
71223,39.9733,-256.083,-994.6,13,2,12
71224,66.1039,-253.841,-1009.4,13,2,12
71225,61.3348,-254.25,-1075.0,13,2,12
71226,48.9802,-255.31,-1048.6,13,2,12
71227,91.1639,-243.8,-995.0,13,2,13
71228,95.3637,-242.76,-1036.3,13,2,13
71229,136.053,-223.211,-989.8,13,2,14
71230,136.495,-223.024,-1019.8,13,2,14
71231,126.362,-227.305,-1075.0,13,2,14
71232,126.974,-227.047,-982.84,13,2,14
71233,149.796,-217.404,-1016.2,13,2,14
71234,152.589,-209.581,-1066.6,13,2,15
71235,188.023,-187.52,-979.9,13,2,15
71236,153.374,-209.092,-982.067,13,2,15
71237,185.334,-181.538,-1076.68,13,2,16
71238,200.97,-167.991,-1081.0,13,2,16
71239,183.34,-183.265,-1049.29,13,2,16
71240,205.293,-164.245,-997.0,13,2,16
71241,215.623,-145.354,-1004.35,13,2,17
71242,212.083,-149.559,-1060.8,13,2,17
71243,215.32,-145.714,-1039.0,13,2,17
71244,228.104,-130.53,-996.28,13,2,17
71245,209.998,-152.036,-1062.04,13,2,17
71246,252.486,-82.0121,-993.4,13,2,18
71247,233.031,-114.271,-1008.28,13,2,18
71248,243.991,-96.0985,-985.45,13,2,18
71249,245.136,-94.1992,-980.68,13,2,18
71250,244.079,-95.953,-1066.6,13,2,18
71251,244.657,-94.9939,-1058.2,13,2,18
71252,249.45,-87.0472,-1006.0,13,2,18
71253,244.099,-95.9187,-995.8,13,2,18
71254,238.046,-105.955,-1001.8,13,2,18
71255,258.551,-50.511,-1046.2,13,2,19
71256,262.975,-39.6146,-977.8,13,2,19
71257,247.546,-77.6224,-1036.9,13,2,19
71258,257.674,-33.5006,-1023.7,13,2,20
71259,258.687,-29.1436,-1073.4,13,2,20
71260,258.267,-30.9487,-1016.2,13,2,20
71261,259.908,-23.897,-1059.4,13,2,20
71262,260.063,11.7094,-1052.2,13,2,21
71263,261.331,29.4108,-977.0,13,2,21
71264,259.424,2.77231,-1015.0,13,2,21
71265,259.551,4.54777,-1042.3,13,2,21
71266,260.944,24.0113,-1043.4,13,2,21
71267,260.992,24.6763,-988.0,13,2,21
71268,260.665,20.1119,-1074.04,13,2,21
71269,246.649,79.6579,-1004.2,13,2,23
71270,242.164,97.771,-996.1,13,2,23
71271,237.016,118.563,-1021.0,13,2,23
71272,245.658,83.6572,-1000.6,13,2,23
71273,241.317,101.191,-1071.06,13,2,23
71274,224.534,132.921,-998.2,13,2,24
71275,227.084,126.886,-978.28,13,2,24
71276,228.452,123.648,-979.8,13,2,24
71277,218.104,148.138,-1049.8,13,2,24
71278,193.323,178.702,-1006.6,13,2,25
71279,168.41,200.486,-981.4,13,2,26
71280,151.956,210.065,-1005.4,13,2,27
71281,140.787,219.468,-992.8,13,2,27
71282,119.857,237.089,-1060.6,13,2,27
71283,111.127,234.927,-1043.8,13,2,28
71284,104.961,238.645,-1005.4,13,2,28
