hit_id,x,y,z,volume_id,layer_id,module_id
16874,-32.5544,-3.64871,-469.865,8,2,1
16875,-33.1537,-1.93474,-423.517,8,2,1
16876,-26.3624,-18.4237,-461.375,8,2,2
16877,-12.0341,-29.6498,-464.428,8,2,3
16878,-15.1272,-28.1593,-439.714,8,2,3
16879,-11.6819,-29.8195,-438.848,8,2,3
16880,-0.336769,-31.9662,-489.834,8,2,4
16881,0.269687,-32.0004,-424.144,8,2,4
16882,-0.905279,-34.1466,-425.176,8,2,5
16883,19.4049,-25.486,-480.153,8,2,6
16884,28.9578,-13.4703,-452.668,8,2,7
16885,31.3878,-10.5903,-449.441,8,2,8
16886,33.3188,1.46243,-460.636,8,2,9
16887,30.4763,9.59221,-421.416,8,2,9
16888,29.6987,11.8162,-435.098,8,2,9
16889,31.4815,6.71723,-485.342,8,2,9
16890,21.2495,24.148,-485.528,8,2,10
16891,29.9838,14.3694,-434.463,8,2,10
16892,22.4896,24.6115,-485.999,8,2,11
16893,-4.86647,32.1286,-438.486,8,2,13
16894,-3.02693,32.7718,-424.795,8,2,13
16895,-9.43616,30.5309,-420.055,8,2,13
16896,-4.33547,32.3143,-439.016,8,2,13
16897,-27.971,15.518,-428.131,8,2,15
16898,-28.0296,15.3964,-434.902,8,2,15
16899,-23.4751,24.8479,-461.238,8,2,15
16900,-31.295,12.2364,-443.38,8,2,16
16901,-31.5292,8.0842,-484.898,8,2,16
16902,-30.4811,-8.07856,-374.046,8,2,17
16903,-29.9706,-9.53867,-406.508,8,2,17
16904,-29.9363,-9.63661,-375.128,8,2,17
16905,-25.7986,-18.3117,-364.155,8,2,18
16906,-4.37947,-31.2423,-375.931,8,2,20
16907,5.17881,-31.4949,-401.091,8,2,21
16908,12.7356,-28.8528,-393.828,8,2,21
16909,13.683,-28.5215,-417.512,8,2,21
16910,12.8042,-28.8288,-370.857,8,2,21
16911,14.1291,-29.5345,-370.509,8,2,22
16912,23.0213,-21.5919,-392.767,8,2,22
16913,19.4241,-24.805,-382.227,8,2,22
16914,14.7148,-29.0114,-391.914,8,2,22
16915,29.4059,-11.3998,-401.763,8,2,23
16916,28.2573,-13.7833,-414.988,8,2,23
16917,31.3188,-3.02363,-398.297,8,2,24
16918,30.866,-11.051,-400.69,8,2,24
16919,31.2099,-4.953,-355.387,8,2,24
16920,31.2085,-4.9791,-394.061,8,2,24
16921,31.2311,-4.57745,-398.623,8,2,24
16922,31.3477,5.59989,-374.53,8,2,25
16923,30.9069,12.5927,-396.306,8,2,26
16924,28.3381,15.4686,-363.055,8,2,26
16925,25.2692,18.9044,-377.266,8,2,26
16926,11.9399,29.1456,-364.903,8,2,27
16927,10.3045,30.9081,-357.125,8,2,28
16928,2.0456,31.3739,-403.469,8,2,28
16929,2.58439,31.3436,-410.524,8,2,28
16930,-9.14234,30.1091,-420.303,8,2,29
16931,-4.91244,31.5881,-401.675,8,2,29
16932,-18.8095,25.3539,-397.158,8,2,30
16933,-15.6292,28.1946,-385.54,8,2,30
16934,-15.2181,28.5618,-356.066,8,2,30
16935,-24.8599,20.8336,-365.509,8,2,31
16936,-24.8197,20.917,-352.561,8,2,31
16937,-30.9675,9.25134,-362.351,8,2,32
16938,-31.2272,-7.44469,-282.064,8,2,33
16939,-30.7506,-8.80784,-291.778,8,2,33
16940,-30.9967,-8.10382,-313.433,8,2,33
16941,-31.9957,-5.24677,-286.073,8,2,33
16942,-31.7681,-5.8975,-287.206,8,2,33
16943,-29.0782,-13.5912,-325.205,8,2,33
16944,-31.2682,-7.32733,-318.931,8,2,33
16945,-29.9405,-11.1248,-315.611,8,2,33
16946,-31.1444,-7.68151,-284.714,8,2,33
16947,-33.6089,-0.632607,-309.713,8,2,33
16948,-29.6523,-11.9489,-318.985,8,2,33
16949,-31.4695,-6.75152,-295.098,8,2,33
16950,-30.956,-8.22027,-320.613,8,2,33
16951,-24.6589,-20.3309,-315.132,8,2,34
16952,-32.26,-11.821,-291.614,8,2,34
16953,-31.2174,-12.9883,-282.323,8,2,34
