hit_id,x,y,z,volume_id,layer_id,module_id,particle_id
46141,-30.0554,-6.5729,598.0,9,2,4,1.5313324500792115e+17
46444,-23.5208,-37.8943,598.0,9,2,14,1.3060810004548813e+17
46719,3.90127,-46.3396,598.0,9,2,25,8.106629824920945e+17
46748,-1.28792,-32.6151,598.0,9,2,25,1.576272239085486e+17
47335,43.4532,-12.0728,598.0,9,2,47,2.296896970293248e+17
48279,-2.07901,35.0806,598.0,9,2,79,6.800484228157932e+17
49201,-35.0874,-7.78098,698.0,9,4,4,1.5313324500792115e+17
49444,-27.974,-43.8782,698.0,9,4,14,1.3060810004548813e+17
49739,-1.37151,-38.1381,698.0,9,4,25,1.576272239085486e+17
49769,2.42254,-53.0203,698.0,9,4,25,8.106629824920945e+17
50347,50.4813,-14.6051,698.0,9,4,47,2.296896970293248e+17
51310,-2.20935,41.0718,698.0,9,4,79,6.800484228157932e+17
52211,-41.0923,-9.27404,818.0,9,6,4,1.5313324500792115e+17
52512,-33.4335,-51.0403,818.0,9,6,14,1.3060810004548813e+17
52810,-1.39382,-44.7944,818.0,9,6,25,1.576272239085486e+17
52852,0.494758,-60.946,818.0,9,6,25,8.106629824920945e+17
53430,58.8002,-17.9427,818.0,9,6,47,2.296896970293248e+17
54265,-2.24701,48.2406,818.0,9,6,79,6.800484228157932e+17
55189,-48.0817,-11.0035,958.0,9,8,4,1.5313324500792115e+17
55433,-40.0294,-59.302,958.0,9,8,14,1.3060810004548813e+17
55712,-2.03398,-70.1347,958.0,9,8,25,8.106629824920945e+17
55728,-1.40471,-52.58,958.0,9,8,25,1.576272239085486e+17
56214,68.3023,-22.0409,958.0,9,8,47,2.296896970293248e+17
56949,-2.23742,56.647,958.0,9,8,79,6.800484228157932e+17
57737,-55.1024,-12.8433,1098.0,9,10,4,1.5313324500792115e+17
57967,-46.8958,-67.4186,1098.0,9,10,14,1.3060810004548813e+17
58167,-1.31591,-60.3735,1098.0,9,10,25,1.576272239085486e+17
58178,-4.75601,-79.2305,1098.0,9,10,25,8.106629824920945e+17
58613,77.7187,-26.266,1098.0,9,10,47,2.296896970293248e+17
59231,-2.12373,65.1017,1098.0,9,10,79,6.800484228157932e+17
59923,-65.0534,-15.4894,1298.0,9,12,4,1.5313324500792115e+17
60078,-57.3281,-78.5554,1298.0,9,12,14,1.3060810004548813e+17
60268,-1.08725,-71.4882,1298.0,9,12,25,1.576272239085486e+17
60272,-8.92019,-91.9931,1298.0,9,12,25,8.106629824920945e+17
60629,90.8252,-32.8856,1298.0,9,12,47,2.296896970293248e+17
61155,-1.77301,77.2052,1298.0,9,12,79,6.800484228157932e+17
61735,-74.9693,-18.2814,1498.0,9,14,4,1.5313324500792115e+17
61908,-68.4055,-89.3825,1498.0,9,14,16,1.3060810004548813e+17
62060,-0.759939,-82.6239,1498.0,9,14,25,1.576272239085486e+17
62062,-13.6425,-104.495,1498.0,9,14,26,8.106629824920945e+17
62363,103.763,-39.94,1498.0,9,14,48,2.296896970293248e+17
62799,-1.21409,89.4052,1498.0,9,14,79,6.800484228157932e+17
49434,-52.7537,-54.7222,698.0,9,4,14,1.801441225337733e+17
50346,28.7644,-13.7276,698.0,9,4,47,4520848216031232.0
51917,-43.0505,8.92943,698.0,9,4,101,9.412571324838052e+17
51929,-97.6394,38.6028,698.0,9,4,102,8.016471245832847e+17
54289,2.0387,68.9201,818.0,9,6,79,4535210586669056.0
55820,-0.242489,-136.039,958.0,9,8,29,7.971394017873101e+17
56467,108.243,13.6099,958.0,9,8,57,7.340879762119721e+17
57736,-84.0292,-17.5769,1098.0,9,10,4,4.458878366300242e+17
58690,102.041,-26.7992,1098.0,9,10,51,6.485248059721646e+17
61426,-109.967,120.996,1298.0,9,12,95,9.50269073382441e+17
