hit_id,x,y,z,volume_id,layer_id,module_id,particle_id
9,-97.2548,-10.8891,-1502.5,7,2,1,7.070727693590856e+17
10,-90.2929,-3.26937,-1502.5,7,2,1,6.755495648323174e+16
17,-97.2557,-6.57587,-1502.5,7,2,1,8.24159968759382e+17
18,-79.9994,-7.17379,-1502.5,7,2,1,1.0358464685539328e+17
26,-136.492,-9.08835,-1502.0,7,2,2,7.611100550125322e+17
27,-150.699,-10.1456,-1502.0,7,2,2,8.016449255600292e+17
28,-174.038,-2.01485,-1502.0,7,2,2,2.1169007320734106e+17
30,-143.559,-16.1636,-1498.0,7,2,3,2.251876092304425e+17
33,-115.442,-14.9676,-1498.0,7,2,3,8.737243036720824e+17
34,-109.871,-21.1573,-1498.0,7,2,3,4.458650904832246e+17
39,-85.6386,-16.1345,-1498.0,7,2,4,1.3961921631040307e+17
41,-83.1324,-28.417,-1498.0,7,2,4,2.703197440521011e+16
52,-116.417,-30.6427,-1502.0,7,2,5,6.710412922805289e+17
53,-153.128,-32.9079,-1502.0,7,2,5,9.277446156147753e+17
57,-108.58,-29.0562,-1502.0,7,2,5,4.954038617505792e+17
62,-77.8816,-32.3408,-1502.0,7,2,6,3.96317454403371e+17
75,-67.7941,-37.0921,-1502.0,7,2,6,2.2068160442138624e+17
76,-85.7707,-42.4276,-1502.0,7,2,6,4.953978144366264e+17
77,-101.029,-33.9935,-1498.0,7,2,7,5.269216374386852e+17
88,-99.6592,-40.706,-1498.0,7,2,7,7.341055683980165e+17
91,-131.734,-63.878,-1502.0,7,2,8,4.188358648570839e+17
95,-102.275,-47.9188,-1502.0,7,2,8,7.070693333852488e+17
100,-115.053,-48.6418,-1502.0,7,2,8,1.5312334940327117e+17
114,-74.8133,-42.1806,-1497.5,7,2,9,7.791230104130028e+17
134,-127.576,-70.63,-1498.0,7,2,10,9.682852585983181e+17
145,-120.008,-80.9648,-1502.0,7,2,11,8.016506292765983e+17
147,-68.0513,-66.3248,-1502.5,7,2,12,1.7113836638804378e+17
152,-62.8249,-52.9671,-1502.5,7,2,12,7.746211974920274e+17
156,-62.8794,-49.2657,-1502.5,7,2,12,9.41263179797758e+17
